,Unnamed: 0,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,shipment_mode,sub_classification,vendor,brand,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,freight_cost_(usd),line_item_insurance_(usd),days_to_process
7201,7407,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,13535,88248.2,6.52,0.11,"Aurobindo Unit III, India",Yes,4562.72,90.72,184.0
7598,7804,SO,DN,52,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,48,225.6,4.7,0.16,Mylan (formerly Matrix) Nashik,Yes,594.4,0.28,225.0
9592,9798,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,9.76,0.33,Mylan (formerly Matrix) Nashik,Yes,0.0,619.2275,77.0
7528,7734,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,7.72,0.13,"Aurobindo Unit III, India",Yes,17636.265,619.2275,195.0
2977,3183,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,20,3401,98629.0,29.0,1.09875,other,Yes,6418.11,138.28,83.0
777,778,SCMS,ASN,639,Direct Drop,DDP,Air,HIV+,other,other,100,150,22500.0,53.775000000000006,1.09875,other,Yes,0.0,1.21,-223.5
6956,7162,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,38000,407198.31250000006,15.5,0.26,Mylan (formerly Matrix) Nashik,Yes,15973.89,619.2275,193.0
4502,4708,SCMS,ASN,512,Direct Drop,FCA,Air,Pediatric,other,other,180,268,8259.76,30.82,0.1,other,Yes,2569.33,8.49,226.0
7073,7279,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,180,42,525.0,12.5,0.05,"Aurobindo Unit III, India",Yes,839.7,0.74,183.0
4447,4653,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,1008,7005.6,6.95,0.12,Hetero Unit III Hyderabad IN,No,3526.69,15.1,139.0
7617,7823,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.58,0.14,"Aurobindo Unit III, India",No,3526.69,619.2275,255.0
3527,3733,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,292,4231.08,14.49,0.24,Mylan (formerly Matrix) Nashik,Yes,4525.05,6.98,149.0
1021,1022,SO,DN,608,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,180,764,60814.4,53.775000000000006,0.29,other,Yes,859.14,0.62,-223.5
2875,3081,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,17300,54495.0,3.15,0.1,Hetero Unit III Hyderabad IN,Yes,2730.91,64.14,160.0
869,870,SCMS,ASN,1406,Direct Drop,DDP,Air,Pediatric,other,other,180,140,833.0,5.95,0.03,other,No,0.0,1.63,-131.0
7498,7704,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,39600,219384.0,5.54,0.18,Mylan (formerly Matrix) Nashik,No,3526.69,307.58,146.0
3040,3246,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,100,20,160.0,8.0,0.08,other,No,3526.69,0.19,190.0
3096,3302,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,60,10620,27505.8,2.59,0.04,Hetero Unit III Hyderabad IN,Yes,730.81,53.91,118.0
8428,8634,SO,DN,429,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,2000,7820.0,3.91,0.13,"Aurobindo Unit III, India",No,3526.69,10.96,80.0
3312,3518,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,20,5920,189440.0,32.0,1.09875,other,Yes,17636.265,312.58,91.0
3742,3948,SCMS,ASN,754,Direct Drop,DDP,Air,Adult,other,other,120,388,25840.8,53.775000000000006,0.55,other,Yes,1571.76,31.97,91.0
880,881,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,25,500,10000.0,20.0,0.8,other,Yes,2094.08,19.6,30.0
8361,8567,SO,DN,237,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,21,27.72,1.32,0.02,"Aurobindo Unit III, India",Yes,4338.44,0.05,40.0
4445,4651,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,2400,5640.0,2.35,0.04,"Strides, Bangalore, India.",Yes,7388.14,12.16,134.0
6844,7050,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,4700,27166.0,5.78,0.19,"Aurobindo Unit III, India",Yes,3335.33,53.25,66.0
8249,8455,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,90,309,8497.5,27.5,0.31,"Aurobindo Unit III, India",Yes,9736.1,18.32,193.0
9659,9865,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,6600,74052.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,6470.51,159.66,93.0
3393,3599,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,120,7634,261846.2,34.3,0.29,other,Yes,1398.0,564.54,111.0
7289,7495,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,32850,95265.0,2.9,0.05,"Aurobindo Unit III, India",Yes,17636.265,205.39,154.0
4066,4272,SCMS,ASN,639,Direct Drop,EXW,Air,Adult,other,Generic,30,384,1363.2,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,2391.08,1.4,153.0
7117,7323,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,3400,47464.0,13.96,0.47,Mylan (formerly Matrix) Nashik,Yes,1981.6,58.71,134.0
3336,3542,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,44,532.12,12.09,0.4,"Aurobindo Unit III, India",No,0.0,0.55,347.0
3879,4085,SCMS,ASN,237,Direct Drop,EXW,Air,Pediatric,other,Generic,100,118,542.8,4.6,0.05,"Aurobindo Unit III, India",Yes,693.16,0.67,77.0
1712,1774,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,1923,79035.3,41.1,0.68,"Aurobindo Unit III, India",No,3526.69,154.91,-133.0
7122,7328,SO,DN,512,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.58,0.14,"Cipla, Goa, India",Yes,17636.265,619.2275,130.0
3945,4151,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,30,41900,407198.31250000006,7.03,0.23,"Cipla, Goa, India",Yes,13688.03,619.2275,162.0
3146,3352,SCMS,ASN,1161,Direct Drop,FCA,Air,Adult,other,other,120,430,40713.32,53.775000000000006,0.79,other,Yes,729.03,87.78,126.0
8917,9123,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,876,1892.16,2.16,0.04,Hetero Unit III Hyderabad IN,Yes,3951.02,2.65,263.0
3901,4107,SCMS,ASN,688,Direct Drop,FCA,Air,Adult,other,other,30,100,2326.0,23.26,0.78,other,Yes,0.0,2.74,181.0
9026,9232,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,120,3599,73707.52,20.48,0.17,Mylan (formerly Matrix) Nashik,No,3526.69,75.77,224.0
8492,8698,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,7.27,0.12,"Aurobindo Unit III, India",No,3526.69,619.2275,200.0
8687,8893,SO,DN,1046,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,30,3444,7714.56,2.24,0.07,"Aurobindo Unit III, India",Yes,1211.48,15.12,84.0
4760,4966,SCMS,ASN,650,Direct Drop,EXW,Ocean,Adult,other,Generic,30,41900,407198.31250000006,11.8,0.39,other,Yes,17636.265,619.2275,243.0
7337,7543,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,8000,89760.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,15347.04,193.52,153.0
7615,7821,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,4837,65396.24,13.52,0.45,Mylan (formerly Matrix) Nashik,Yes,8406.81,80.9,280.0
4109,4315,SCMS,ASN,688,Direct Drop,EXW,Air,Pediatric,other,Generic,60,12492,51841.8,4.15,0.07,Mylan (formerly Matrix) Nashik,No,3526.69,72.68,192.0
370,370,SCMS,ASN,639,Direct Drop,CIP,Air,Pediatric,other,other,60,80,560.0,7.0,0.12,other,No,3526.69,1.1,-62.0
10108,10314,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Pediatric,SCMS from RDC,Generic,60,10340,37224.0,3.6,0.06,Mylan (formerly Matrix) Nashik,No,3526.69,38.27,245.0
3306,3512,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,100,115,920.0,8.0,0.08,other,Yes,4594.07,0.95,148.0
5926,6132,SCMS,ASN,75,Direct Drop,EXW,Air,HIV+,other,other,100,100,7215.0,53.775000000000006,0.72,other,Yes,1278.12,11.9,66.0
9312,9518,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,120,23,776.02,33.74,0.28,"Aurobindo Unit III, India",No,3526.69,1.09,85.0
4408,4614,SCMS,ASN,70,Direct Drop,EXW,Air,HIV+,other,other,100,10,800.0,53.775000000000006,0.8,other,Yes,767.63,1.32,111.0
798,799,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,30,32510,381992.5,11.75,0.39,"Aurobindo Unit III, India",Yes,17636.265,611.19,-223.5
403,403,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,3500,39025.0,11.15,0.19,"Aurobindo Unit III, India",No,3526.69,76.49,39.0
4919,5125,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,3,53.24,17.75,0.3,"Aurobindo Unit III, India",No,0.0,0.05,295.0
3438,3644,SCMS,ASN,75,Direct Drop,EXW,Air,Adult,other,Generic,60,41900,343861.2,8.1,0.13,"Cipla, Goa, India",Yes,17636.265,425.36,68.0
8351,8557,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,39636,338887.8,8.55,0.14,"Aurobindo Unit III, India",Yes,3525.04,559.16,220.0
3122,3328,SCMS,ASN,754,Direct Drop,DDP,Air,Adult,other,other,120,144,10800.0,53.775000000000006,0.62,other,Yes,449.0,15.14,112.0
4486,4692,SCMS,ASN,1406,Direct Drop,DDP,Air,Pediatric,other,Generic,180,11628,34884.0,3.0,0.01,"Aurobindo Unit III, India",Yes,2154.52,75.21,309.0
1697,1759,SO,DN,608,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,7306,23379.2,3.2,0.05,Hetero Unit III Hyderabad IN,No,3526.69,45.82,-100.0
2476,2682,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,11092,74871.0,6.75,0.11,Mylan (formerly Matrix) Nashik,Yes,1869.41,92.62,251.0
7724,7930,SO,DN,164,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,9.6,0.32,Mylan (formerly Matrix) Nashik,Yes,0.0,619.2275,69.0
591,591,SCMS,ASN,535,Direct Drop,EXW,Air,HIV+,other,other,100,1396,100498.04,53.775000000000006,0.72,other,Yes,5781.14,196.98,-130.0
882,883,SCMS,ASN,639,Direct Drop,EXW,Air,HIV+,other,other,100,150,20850.0,53.775000000000006,1.09875,other,Yes,1894.41,40.87,-38.0
4512,4718,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,1,45,225.0,5.0,1.09875,other,No,3526.69,0.28,175.0
6694,6900,SO,DN,1046,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,180,11000,15950.0,1.45,0.01,"Aurobindo Unit III, India",Yes,9378.14,19.73,162.0
9595,9801,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,291637.82,6.73,0.11,Hetero Unit III Hyderabad IN,No,3526.69,299.8,416.0
1117,1118,SO,DN,639,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,4725,7182.0,1.52,0.03,"Aurobindo Unit III, India",Yes,12508.65,11.49,-223.5
9158,9364,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,4000,20520.0,5.13,0.17,"Aurobindo Unit III, India",No,3526.69,40.22,360.0
2525,2731,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,60,33,1671.87,50.66,0.84,other,Yes,0.0,1.72,316.0
6225,6431,SCMS,ASN,30,Direct Drop,FCA,Air,Adult,other,other,120,188,44639.99,53.775000000000006,1.09875,other,Yes,660.3,73.66,64.0
2488,2694,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,11500,132135.0,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,2021.05,163.45,159.0
1813,1912,SO,DN,1161,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,90,400,6400.0,16.0,0.18,"Aurobindo Unit III, India",Yes,1260.1,10.24,-223.5
1783,1882,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,7.4,0.12,"Cipla, Goa, India",Yes,17636.265,619.2275,-223.5
2251,2408,SO,DN,111,From RDC,N/A - From RDC,Truck,HIV+,SCMS from RDC,other,20,1250,40000.0,32.0,1.09875,other,Yes,157.5,78.4,-213.0
3638,3844,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,20,25,800.0,32.0,1.09875,other,No,3526.69,0.82,216.0
861,862,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,60,16000,85280.0,5.33,0.09,"Aurobindo Unit III, India",No,0.0,167.15,-119.0
7694,7900,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,9.76,0.33,other,No,3526.69,619.2275,208.0
1355,1376,SO,DN,650,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,15281.81,619.2275,-223.5
2395,2574,SO,DN,207,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,41900,119259.2,1.52,0.03,"Aurobindo Unit III, India",Yes,17636.265,190.81,-223.5
7735,7941,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,5025,65877.75,13.11,0.44,Mylan (formerly Matrix) Nashik,Yes,0.0,77.54,57.0
6051,6257,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,20,185,5920.0,32.0,1.09875,other,Yes,1592.72,7.32,209.0
244,244,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,other,60,100,371.0,3.71,0.06,other,No,0.0,0.73,-192.0
2293,2450,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,560,840.0,1.5,0.02,"Aurobindo Unit III, India",No,3526.69,1.65,10.0
91,91,SCMS,ASN,429,Direct Drop,EXW,Air,HIV+,other,other,30,8249,185602.5,22.5,0.75,other,Yes,12595.81,363.78,-34.0
8070,8276,SO,DN,512,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,134465.48,2.26,0.04,"Aurobindo Unit III, India",No,3526.69,166.33,108.0
5900,6106,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,100,128,10240.0,53.775000000000006,0.8,other,No,3526.69,12.05,141.0
1673,1735,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,2523,8073.6,3.2,0.05,Hetero Unit III Hyderabad IN,Yes,5698.01,15.82,-168.0
3065,3271,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,20,25,800.0,32.0,1.09875,other,Yes,4011.66,0.82,105.0
6742,6948,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,7480,60662.8,8.11,0.14,Mylan (formerly Matrix) Nashik,Yes,12197.44,62.36,194.0
7443,7649,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,28168,232667.68,8.26,0.14,other,Yes,6025.73,383.9,217.0
2273,2430,SO,DN,1046,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,3060,5814.0,1.9,0.01,"Aurobindo Unit III, India",No,3526.69,11.4,-6.0
5885,6091,SCMS,ASN,9,Direct Drop,EXW,Air,HIV+,other,Generic,180,57,2881.35,50.55,0.05,other,No,3526.69,3.39,174.0
2371,2550,SO,DN,207,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,9691,92064.5,9.5,0.16,"Aurobindo Unit III, India",Yes,6483.0,147.3,-223.5
2639,2845,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,100,228,18240.0,53.775000000000006,0.8,other,No,3526.69,21.47,141.0
9411,9617,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,15594,83583.84,5.36,0.18,other,No,3526.69,117.18,195.0
4557,4763,SCMS,ASN,650,Direct Drop,EXW,Air,Adult,other,Generic,60,6160,40040.0,6.5,0.11,Mylan (formerly Matrix) Nashik,Yes,2543.67,41.16,64.0
380,380,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,60,1977,23091.36,11.68,0.19,"Aurobindo Unit III, India",Yes,0.0,45.26,-59.0
6875,7081,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,4200,11466.0,2.73,0.05,"Aurobindo Unit III, India",No,3526.69,24.72,41.0
2889,3095,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,7,99.53,14.22,0.47,"Aurobindo Unit III, India",No,0.0,0.1,137.0
9602,9808,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,1960,4272.8,2.18,0.04,Hetero Unit III Hyderabad IN,Yes,7921.0,5.03,185.0
8418,8624,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,11574,119096.46,10.29,0.17,Mylan (formerly Matrix) Nashik,No,3526.69,196.51,267.0
5103,5309,SCMS,ASN,639,Direct Drop,EXW,Air,Pediatric,other,Generic,180,864,1684.8,1.95,0.01,"Cipla, Goa, India",Yes,0.0,1.73,181.0
598,598,SCMS,ASN,688,Direct Drop,FCA,Air,Adult,other,other,120,6,493.2,53.775000000000006,0.68,other,Yes,2709.98,0.97,-181.0
7234,7440,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,30000,138900.0,4.63,0.15,other,Yes,12748.74,142.79,294.0
3252,3458,SCMS,ASN,46,Direct Drop,EXW,Air,HIV+,other,other,20,11,352.0,32.0,1.09875,other,Yes,578.73,0.58,135.0
2715,2921,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,30,41900,287812.0,6.65,0.22,"Aurobindo Unit III, India",Yes,6121.42,474.89,199.0
4215,4421,SCMS,ASN,237,Direct Drop,EXW,Air,HIV+,other,other,1,40,100.0,2.5,1.09875,other,Yes,281.61,0.16,96.0
10013,10219,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.26,0.14,Hetero Unit III Hyderabad IN,Yes,17636.265,619.2275,444.5
4741,4947,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,100,2910,232800.0,53.775000000000006,0.8,other,Yes,17636.265,287.97,149.0
929,930,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,20,7719,208413.0,27.0,1.09875,other,Yes,15636.7,333.46,-223.5
7674,7880,SO,DN,754,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,other,120,12713,240275.7,18.9,0.16,other,Yes,6926.9,247.0,70.0
5617,5823,SCMS,ASN,754,Direct Drop,EXW,Air,Adult,other,other,120,112,10080.0,53.775000000000006,0.75,other,Yes,1000.94,19.76,88.0
67,67,SCMS,ASN,237,Direct Drop,CIP,Air,HIV+,other,other,25,98,3675.0,37.5,1.09875,other,Yes,180.0,5.88,-223.5
508,508,SCMS,ASN,70,Direct Drop,EXW,Air,HIV+,other,other,100,20,7000.0,53.775000000000006,1.09875,other,Yes,1119.99,13.72,-45.0
7029,7235,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,120,600,17808.0,29.68,0.25,"Aurobindo Unit III, India",Yes,6061.4,24.97,162.0
538,538,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,8,3200.0,53.775000000000006,1.09875,other,Yes,0.0,619.2275,-223.5
2420,2599,SO,DN,639,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,1500,2100.0,1.4,0.01,"Aurobindo Unit III, India",Yes,3022.74,3.36,-223.5
9056,9262,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,19573,264626.96,13.52,0.45,other,Yes,17636.265,272.04,218.0
1001,1002,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,1800,5418.0,3.01,0.05,"Aurobindo Unit III, India",No,0.0,10.62,-17.0
2824,3030,SCMS,ASN,512,Direct Drop,EXW,Air,HIV+,other,other,100,1337,106960.0,53.775000000000006,0.8,other,Yes,12022.17,149.96,121.0
2694,2900,SCMS,ASN,754,Direct Drop,EXW,Air,HIV+,other,other,30,1458,40240.8,27.6,0.92,other,Yes,3824.96,49.78,69.0
6670,6876,SO,DN,98,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,4032,13426.56,3.33,0.11,"Aurobindo Unit III, India",Yes,4385.44,16.61,123.0
1031,1032,SO,DN,650,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,other,30,14851,389838.75,26.25,0.88,other,Yes,5245.98,8.15,-223.5
6588,6794,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,10020,23346.6,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,16532.5,32.73,145.0
7191,7397,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,41900,407198.31250000006,11.15,0.37,Mylan (formerly Matrix) Nashik,No,3526.69,619.2275,266.0
1671,1733,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,50,395.0,7.9,0.13,"Aurobindo Unit III, India",Yes,978.92,0.77,-90.0
2798,3004,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,11,198.35,18.03,0.3,"Aurobindo Unit III, India",No,0.0,0.2,243.0
3860,4066,SCMS,ASN,512,Direct Drop,EXW,Air,HIV+,other,other,20,369,11808.0,32.0,1.09875,other,Yes,1661.01,12.14,138.0
5534,5740,SCMS,ASN,1046,Direct Drop,EXW,Air,Pediatric,other,Generic,60,712,10680.0,15.0,0.25,"Aurobindo Unit III, India",Yes,1836.81,23.03,41.0
4415,4621,SCMS,ASN,535,Direct Drop,FCA,Air,Pediatric,other,other,60,703,4921.0,7.0,0.12,other,Yes,2365.05,6.09,172.0
2646,2852,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,other,180,2200,3914.05,1.78,0.01,other,No,0.0,7.67,11.0
7532,7738,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,9577,92130.74,9.62,0.16,"Aurobindo Unit III, India",Yes,17636.265,129.17,281.0
8234,8440,SO,DN,1046,From RDC,N/A - From RDC,Air,Pediatric,SCMS from RDC,Generic,180,2345,4455.5,1.9,0.01,"Cipla, Goa, India",No,3526.69,8.73,146.0
8943,9149,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,8.58,0.14,"Strides, Bangalore, India.",No,3526.69,601.46,200.0
6874,7080,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,30,2000,10260.0,5.13,0.17,Mylan (formerly Matrix) Nashik,Yes,1524.56,22.12,41.0
7135,7341,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,3922,28512.94,7.27,0.12,Hetero Unit III Hyderabad IN,No,3526.69,35.27,280.0
9147,9353,SO,DN,608,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,6552,50515.92,7.71,0.13,"Aurobindo Unit III, India",No,3526.69,99.01,334.0
1956,2083,SO,DN,512,From RDC,N/A - From RDC,Air,HIV+,SCMS from RDC,other,20,100,3200.0,32.0,1.09875,other,Yes,2297.0,619.2275,-223.5
2101,2228,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,11661,132935.4,11.4,0.19,"Aurobindo Unit III, India",Yes,11492.86,260.55,-74.0
7730,7936,SO,DN,1046,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,6750,31185.0,4.62,0.15,other,Yes,14734.92,36.7,287.0
125,125,SCMS,ASN,94,Direct Drop,EXW,Air,HIV+,other,other,20,220,7040.0,32.0,1.09875,other,Yes,1736.18,13.8,28.0
5071,5277,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,100,2870,229600.0,53.775000000000006,0.8,other,Yes,17636.265,378.84,107.0
9472,9678,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,4969,23354.3,4.7,0.16,Hetero Unit III Hyderabad IN,No,3526.69,28.89,258.0
4454,4660,SCMS,ASN,429,Direct Drop,FCA,Air,Pediatric,other,other,180,350,10787.0,30.82,0.1,other,Yes,0.0,12.7,70.0
6719,6925,SO,DN,333,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,2167,4897.42,2.26,0.04,"Aurobindo Unit III, India",Yes,3531.86,5.03,121.0
6209,6415,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,100,3135,250800.0,53.775000000000006,0.8,other,Yes,16856.6,257.82,97.0
6167,6373,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,328,3230.11,9.85,0.16,Hetero Unit III Hyderabad IN,No,0.0,4.0,412.0
4796,5002,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,60,41900,169813.6,2.53,0.04,"Aurobindo Unit III, India",Yes,4116.81,366.12,85.0
7468,7674,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,31263,219466.26,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,3489.53,362.12,350.0
856,857,SCMS,ASN,639,Direct Drop,FCA,Air,Pediatric,other,other,180,50,2055.0,41.1,0.14,other,Yes,2704.58,4.03,-42.0
6206,6412,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,12816,103809.6,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,0.0,122.18,187.0
10101,10307,SO,DN,535,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,60,41900,168307.2,3.6,0.06,"Cipla, Goa, India",No,3526.69,198.1,196.0
1643,1705,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,164,2177.92,13.28,0.22,"Aurobindo Unit III, India",Yes,10098.25,3.48,-223.5
